//Quest ID,Time Limit,Target1,Val1,Target2,Val2,Target3,Val3,MobID1,NameID1,Rate1,MobID2,NameID2,Rate2,MobID3,NameID3,Rate3,Quest Title
60521,0,1637,400,0,0,0,0,0,0,0,0,0,0,0,0,0,"Margaretha Sorin Hunting"
60522,0,1634,400,0,0,0,0,0,0,0,0,0,0,0,0,0,"Seyren Windsor Hunting"
60523,0,1639,400,0,0,0,0,0,0,0,0,0,0,0,0,0,"Kathryne Keyron Hunting"
60524,0,1636,400,0,0,0,0,0,0,0,0,0,0,0,0,0,"Howard Alt-Eisen Hunting"
60525,0,1613,400,0,0,0,0,0,0,0,0,0,0,0,0,0,"Metaling Hunting"
60526,0,1619,400,0,0,0,0,0,0,0,0,0,0,0,0,0,"Porcellio Hunting"
60527,0,1676,400,0,0,0,0,0,0,0,0,0,0,0,0,0,"Venatu (Purple) Hunting"
60528,0,1677,400,0,0,0,0,0,0,0,0,0,0,0,0,0,"Venatu (Green) Hunting"
60529,0,1678,400,0,0,0,0,0,0,0,0,0,0,0,0,0,"Venatu (Orange) Hunting"
60530,0,1679,400,0,0,0,0,0,0,0,0,0,0,0,0,0,"Venatu (Blue) Hunting"
60531,0,1867,400,0,0,0,0,0,0,0,0,0,0,0,0,0,"Banshee Hunting"
60532,0,1870,400,0,0,0,0,0,0,0,0,0,0,0,0,0,"Necromancer Hunting"
60535,0,1253,400,0,0,0,0,0,0,0,0,0,0,0,0,0,"Gargoyle Hunting"
60536,0,1194,400,0,0,0,0,0,0,0,0,0,0,0,0,0,"Arclouze Hunting"
60537,0,1215,400,0,0,0,0,0,0,0,0,0,0,0,0,0,"Stem Worm Hunting"
60538,0,1162,400,0,0,0,0,0,0,0,0,0,0,0,0,0,"Rafflesia Hunting"
60539,0,1699,400,0,0,0,0,0,0,0,0,0,0,0,0,0,"Ancient Mimic Hunting"
60540,0,1698,400,0,0,0,0,0,0,0,0,0,0,0,0,0,"Death Word Hunting"
60541,0,1986,400,0,0,0,0,0,0,0,0,0,0,0,0,0,"Tatacho Hunting"
60542,0,2092,400,0,0,0,0,0,0,0,0,0,0,0,0,0,"Dolomedes Hunting"
60543,0,1133,400,0,0,0,0,0,0,0,0,0,0,0,0,0,"Kobold (Axe) Hunting"
60544,0,1134,400,0,0,0,0,0,0,0,0,0,0,0,0,0,"Kobold (Hammer) Hunting"
60545,0,1135,400,0,0,0,0,0,0,0,0,0,0,0,0,0,"Kobold (Mace) Hunting"
60546,0,1833,400,0,0,0,0,0,0,0,0,0,0,0,0,0,"Kasa Hunting"
60547,0,1831,400,0,0,0,0,0,0,0,0,0,0,0,0,0,"Salamander Hunting"
60549,0,1143,400,0,0,0,0,0,0,0,0,0,0,0,0,0,"Marionette Hunting"
60550,0,1109,400,0,0,0,0,0,0,0,0,0,0,0,0,0,"Deviruchi Hunting"
60551,0,1194,400,0,0,0,0,0,0,0,0,0,0,0,0,0,"Arclouze Hunting"
60552,0,1297,400,0,0,0,0,0,0,0,0,0,0,0,0,0,"Ancient Mummy Hunting"
60553,0,1384,400,0,0,0,0,0,0,0,0,0,0,0,0,0,"Deleter (Sky) Hunting"
60554,0,1385,400,0,0,0,0,0,0,0,0,0,0,0,0,0,"Deleter (Ground) Hunting"
60555,0,1773,400,0,0,0,0,0,0,0,0,0,0,0,0,0,"Hodremlin Hunting"
60556,0,1774,400,0,0,0,0,0,0,0,0,0,0,0,0,0,"Seeker Hunting"
60557,0,1196,400,0,0,0,0,0,0,0,0,0,0,0,0,0,"Skel Prisoner Hunting"
60558,0,1257,400,0,0,0,0,0,0,0,0,0,0,0,0,0,"Injustice Hunting"
60559,0,2015,400,0,0,0,0,0,0,0,0,0,0,0,0,0,"Dark Pinguicula Hunting"
60560,0,1993,400,0,0,0,0,0,0,0,0,0,0,0,0,0,"Naga Hunting"
60561,0,1509,400,0,0,0,0,0,0,0,0,0,0,0,0,0,"Lude Hunting"
60562,0,1510,400,0,0,0,0,0,0,0,0,0,0,0,0,0,"Heirozoist Hunting"
60565,0,1836,400,0,0,0,0,0,0,0,0,0,0,0,0,0,"Magmaring Hunting"
60570,0,1680,400,0,0,0,0,0,0,0,0,0,0,0,0,0,"Hill Wind Hunting"
60571,0,1256,400,0,0,0,0,0,0,0,0,0,0,0,0,0,"Pest Hunting"
60572,0,1148,400,0,0,0,0,0,0,0,0,0,0,0,0,0,"Medusa Hunting"
60573,0,1989,400,0,0,0,0,0,0,0,0,0,0,0,0,0,"Hillslion Hunting"
60574,10800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Reset Stone Hunting Timer"
60575,0,1282,400,0,0,0,0,0,0,0,0,0,0,0,0,0,"Kobold Archer Hunting"
60576,0,1390,400,0,0,0,0,0,0,0,0,0,0,0,0,0,"Violy Hunting"
60579,0,1715,400,0,0,0,0,0,0,0,0,0,0,0,0,0,"Novus (Red) Hunting"
60580,0,1668,400,0,0,0,0,0,0,0,0,0,0,0,0,0,"Archdam Hunting"
60581,0,1988,400,0,0,0,0,0,0,0,0,0,0,0,0,0,"Nepenthes Hunting"
60582,0,2133,400,0,0,0,0,0,0,0,0,0,0,0,0,0,"Angra Mantis Hunting"
60583,0,2132,400,0,0,0,0,0,0,0,0,0,0,0,0,0,"Pom Spider Hunting"
60584,0,1718,400,0,0,0,0,0,0,0,0,0,0,0,0,0,"Novus (Yellow) Hunting"
60585,0,1992,400,0,0,0,0,0,0,0,0,0,0,0,0,0,"Cornus Hunting"
60586,0,2137,400,0,0,0,0,0,0,0,0,0,0,0,0,0,"Miming Hunting"
60587,0,2136,400,0,0,0,0,0,0,0,0,0,0,0,0,0,"Little Fatum Hunting"
60588,0,1318,400,0,0,0,0,0,0,0,0,0,0,0,0,0,"Heater Hunting"
60589,0,1315,400,0,0,0,0,0,0,0,0,0,0,0,0,0,"Assaulter Hunting"
60590,0,1367,400,0,0,0,0,0,0,0,0,0,0,0,0,0,"Blazer Hunting"
60591,0,1366,400,0,0,0,0,0,0,0,0,0,0,0,0,0,"Lava Golem Hunting"
60592,0,1295,400,0,0,0,0,0,0,0,0,0,0,0,0,0,"Owl Baron Hunting"
60593,0,1771,400,0,0,0,0,0,0,0,0,0,0,0,0,0,"Vanberk Hunting"
60594,0,1772,400,0,0,0,0,0,0,0,0,0,0,0,0,0,"Isilla Hunting"
60595,0,1865,400,0,0,0,0,0,0,0,0,0,0,0,0,0,"Ragged Zombie Hunting"
60596,0,1864,400,0,0,0,0,0,0,0,0,0,0,0,0,0,"Zombie Slaughter Hunting"
60601,0,1883,400,0,0,0,0,0,0,0,0,0,0,0,0,0,"Uzhas Hunting"
60602,0,1102,400,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bathory Hunting"
60603,0,1379,400,0,0,0,0,0,0,0,0,0,0,0,0,0,"Nightmare Terror Hunting"
60604,0,1206,400,0,0,0,0,0,0,0,0,0,0,0,0,0,"Anolian Hunting"
60605,0,1703,400,0,0,0,0,0,0,0,0,0,0,0,0,0,"Lady Solace Hunting"
60608,0,1201,400,0,0,0,0,0,0,0,0,0,0,0,0,0,"Rybio Hunting"
60609,0,1735,400,0,0,0,0,0,0,0,0,0,0,0,0,0,"Alicel Hunting"
60610,0,1155,400,0,0,0,0,0,0,0,0,0,0,0,0,0,"Petite (Ground) Hunting"
60611,0,1884,400,0,0,0,0,0,0,0,0,0,0,0,0,0,"Mavka Hunting"
60612,0,1995,400,0,0,0,0,0,0,0,0,0,0,0,0,0,"Pinguicula Hunting"
60614,0,1775,400,0,0,0,0,0,0,0,0,0,0,0,0,0,"Snowier Hunting"
60810,259200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Limited VIP Access"
60815,0,1682,400,0,0,0,0,0,0,0,0,0,0,0,0,0,"Remover Hunting"
60816,0,1132,400,0,0,0,0,0,0,0,0,0,0,0,0,0,"Khalitzburg Hunting"
60817,0,1408,400,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bloody Butterfly Hunting"
60818,0,1866,400,0,0,0,0,0,0,0,0,0,0,0,0,0,"Hell Poodle Hunting"
60819,57600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Hunting Daily Timer"
60820,0,1213,400,0,0,0,0,0,0,0,0,0,0,0,0,0,"High Orc Hunting"
60821,0,1319,400,0,0,0,0,0,0,0,0,0,0,0,0,0,"Freezer Hunting"
60822,0,2013,400,0,0,0,0,0,0,0,0,0,0,0,0,0,"Draco Hunting"
60824,0,1628,400,0,0,0,0,0,0,0,0,0,0,0,0,0,"Holden Hunting"
60825,0,1377,400,0,0,0,0,0,0,0,0,0,0,0,0,0,"Elder Hunting"
60826,0,2134,400,0,0,0,0,0,0,0,0,0,0,0,0,0,"Parus Hunting"
60827,0,1776,400,0,0,0,0,0,0,0,0,0,0,0,0,0,"Siroma Hunting"
60828,0,1197,400,0,0,0,0,0,0,0,0,0,0,0,0,0,"Zombie Prisoner Hunting"
60830,0,1117,400,0,0,0,0,0,0,0,0,0,0,0,0,0,"Evil Druid Hunting"
60831,0,1219,400,0,0,0,0,0,0,0,0,0,0,0,0,0,"Abysmal Knight Hunting"
60832,0,1401,400,0,0,0,0,0,0,0,0,0,0,0,0,0,"Shinobi Hunting"
60833,0,1376,400,0,0,0,0,0,0,0,0,0,0,0,0,0,"Harpy Hunting"
60834,0,1406,400,0,0,0,0,0,0,0,0,0,0,0,0,0,"Kapha Hunting"
60835,0,1869,400,0,0,0,0,0,0,0,0,0,0,0,0,0,"Flame Skull Hunting"
60836,0,1796,400,0,0,0,0,0,0,0,0,0,0,0,0,0,"Aunoe Hunting"
60837,0,1797,400,0,0,0,0,0,0,0,0,0,0,0,0,0,"Fanat Hunting"
60838,0,1375,400,0,0,0,0,0,0,0,0,0,0,0,0,0,"The Paper Hunting"
60839,0,1405,400,0,0,0,0,0,0,0,0,0,0,0,0,0,"Tengu Hunting"
60840,0,2071,400,0,0,0,0,0,0,0,0,0,0,0,0,0,"Headless Mule Hunting"
60841,0,1198,400,0,0,0,0,0,0,0,0,0,0,0,0,0,"Dark Priest Hunting"
60842,0,1098,400,0,0,0,0,0,0,0,0,0,0,0,0,0,"Anubis Hunting"
60843,0,1512,400,0,0,0,0,0,0,0,0,0,0,0,0,0,"Yao Jun Hunting"
60844,0,1513,400,0,0,0,0,0,0,0,0,0,0,0,0,0,"Mao Guai Hunting"
60845,0,1309,400,0,0,0,0,0,0,0,0,0,0,0,0,0,"Gajomart Hunting"
60846,0,2153,400,0,0,0,0,0,0,0,0,0,0,0,0,0,"Cendrawasih Hunting"
60848,0,1291,400,0,0,0,0,0,0,0,0,0,0,0,0,0,"Wraith Dead Hunting"
60849,0,1999,400,0,0,0,0,0,0,0,0,0,0,0,0,0,"Centipede Larva Hunting"
60851,0,1154,400,0,0,0,0,0,0,0,0,0,0,0,0,0,"Pasana Hunting"
60853,0,2315,400,0,0,0,0,0,0,0,0,0,0,0,0,0,"Wakwak Hunting"
60854,0,2313,400,0,0,0,0,0,0,0,0,0,0,0,0,0,"Tikbalang Hunting"
60855,0,1386,400,0,0,0,0,0,0,0,0,0,0,0,0,0,"Sleeper Hunting"
60856,0,2365,400,0,0,0,0,0,0,0,0,0,0,0,0,0,"Cenere Hunting"
60857,0,2366,400,0,0,0,0,0,0,0,0,0,0,0,0,0,"Antique Book Hunting"
60858,0,1199,400,0,0,0,0,0,0,0,0,0,0,0,0,0,"Punk Hunting"
60859,0,2363,400,0,0,0,0,0,0,0,0,0,0,0,0,0,"Menblatt Hunting"
60860,0,2370,400,0,0,0,0,0,0,0,0,0,0,0,0,0,"Lichtern (Green) Hunting"
60861,0,2309,400,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bungisngis Hunting"
60862,0,2310,400,0,0,0,0,0,0,0,0,0,0,0,0,0,"Engkanto Hunting"
60863,0,2364,400,0,0,0,0,0,0,0,0,0,0,0,0,0,"Petal Hunting"
60864,0,1692,400,0,0,0,0,0,0,0,0,0,0,0,0,0,"Breeze Hunting"
60865,0,1255,400,0,0,0,0,0,0,0,0,0,0,0,0,0,"Neraid Hunting"
60866,0,2204,400,0,0,0,0,0,0,0,0,0,0,0,0,0,"Sedora Hunting"
60867,0,1305,400,0,0,0,0,0,0,0,0,0,0,0,0,0,"Ancient Worm Hunting"
60868,0,2369,400,0,0,0,0,0,0,0,0,0,0,0,0,0,"Lichtern (Red) Hunting"
60869,0,2367,400,0,0,0,0,0,0,0,0,0,0,0,0,0,"Lichtern (Blue) Hunting"
62832,0,2073,400,0,0,0,0,0,0,0,0,0,0,0,0,0,"Toucan Hunting"
62833,0,2199,400,0,0,0,0,0,0,0,0,0,0,0,0,0,"Siorava Hunting"
62837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Gramps GM Notice"
